GeneId,HC_RNA_S153,IBM-Neg_S152,IBM-Pos_S151,UT_RNA_S154
BEST4,0,0,1,0
PLK3,618,362,1280,3421
TCTEX1D4,0,0,0,0
BTBD19,1332,379,79,347
PTCH2,22,7,0,0
EIF2B3,3514,1264,2329,1346
HECTD3,31,156,19,0
UROD,6010,8097,10760,5768
ZSWIM5,0,0,0,0
LINC01144,15,0,0,0
HPDL,0,3,5,0
MUTYH,118,208,240,92
TOE1,792,151,65,24
TESK2,0,753,82,1
CCDC163,8,247,0,2
MMACHC,1211,428,468,612
PRDX1,16529,21268,25386,16219
AKR1A1,3776,3249,3717,1824
NASP,809,821,518,14
CCDC17,0,60,0,0
GPBP1L1,3800,1886,2118,1415
TMEM69,87,52,337,76
IPP,905,905,401,812
MAST2,152,840,804,44
PIK3R3,797,546,94,152
AL358075.4,0,0,0,0
AL358075.1,0,0,0,0
AL358075.2,0,6,0,0
TSPAN1,1,47,56,0
AL672043.1,0,0,0,0
POMGNT1,641,3148,2351,1142
LURAP1,0,131,0,0
RAD54L,1,0,0,0
LRRC41,2663,2037,3730,1230
UQCRH,34884,45394,38258,23100
NSUN4,1568,1172,1290,159
FAAH,0,0,358,0
DMBX1,0,0,0,0
AL136373.1,0,0,0,0
MKNK1-AS1,0,0,0,0
KNCN,0,0,0,0
MKNK1,993,460,479,31
MOB3C,6,219,19,0
ATPAF1,2516,606,1657,397
TEX38,0,0,0,0
EFCAB14-AS1,0,0,0,0
EFCAB14,2840,2336,3364,3880
CYP4B1,0,0,0,0
CYP4A11,0,0,0,0
CYP4X1,0,0,139,0
CYP4Z1,0,0,0,0
CYP4A22-AS1,1,0,0,0
CYP4A22,0,0,0,0
LINC00853,0,0,0,0
PDZK1IP1,0,0,0,0
TAL1,0,0,0,0
AL135960.1,0,0,0,0
STIL,1,248,358,10
CMPK1,34588,29142,29002,24219
LINC01389,0,0,0,0
FOXE3,0,0,0,0
FOXD2-AS1,0,0,0,0
FOXD2,0,8,44,0
LINC01738,0,0,0,0
TRABD2B,0,0,0,32
AL691459.1,0,0,0,0
AC096541.1,0,0,0,0
AL356289.1,0,0,0,0
AL356289.2,0,0,0,0
AL109659.1,0,0,0,0
SLC5A9,0,0,0,0
AL109659.2,0,0,0,0
SPATA6,154,244,100,0
AGBL4,0,0,0,0
BEND5,0,18,0,0
AC099788.1,0,0,0,0
AL590432.1,0,0,0,0
ELAVL4,0,0,0,0
AL592182.2,0,0,0,0
AL592182.1,0,0,0,0
AL596275.2,0,0,0,0
AL592182.3,0,0,0,0
DMRTA2,0,0,0,0
FAF1,25,387,944,1315
AL049637.1,0,0,0,0
CDKN2C,1828,1998,888,827
C1orf185,0,0,0,0
LINC01562,0,2,2,0
RNF11,25576,26300,30245,35241
AL162430.2,0,0,0,0
TTC39A,0,0,1,0
TTC39A-AS1,0,0,0,0
EPS15,3932,2708,2868,3397
AC104170.2,0,12,0,0
AC104170.1,0,0,0,0
OSBPL9,854,599,458,2069
NRDC,4611,2405,3466,1657
AL050343.1,0,1,0,0
AL050343.2,0,0,0,0
RAB3B,11119,7149,6035,2476
TXNDC12,1220,1589,1928,731
KTI12,167,488,556,0
AL445685.1,0,0,0,0
TXNDC12-AS1,0,0,0,0
BTF3L4,3785,1683,1588,1025
ZFYVE9,163,530,221,210
CC2D1B,462,529,614,118
AL513218.1,0,0,0,0
ORC1,7,11,177,0
PRPF38A,1235,554,743,334
TUT4,1236,687,1147,1468
AL591167.1,0,0,0,0
GPX7,194,95,91,0
SHISAL2A,0,0,0,0
COA7,1507,243,163,190
ZYG11B,563,2268,2161,221
ZYG11A,0,0,3,0
AC099677.4,0,0,0,0
ECHDC2,1394,657,1187,777
SCP2,8064,20187,28596,9298
PODN,125,19,31,51
AL445183.1,0,0,0,0
SLC1A7,0,0,0,0
AL445183.2,0,0,0,0
CPT2,462,235,616,1
AL606760.2,0,0,0,0
C1orf123,2194,1816,4167,1552
AL606760.3,0,0,0,0
MAGOH,5,19,111,7
AL606760.1,0,0,0,0
LRP8,15,772,565,590
AL355483.4,0,0,0,0
AL355483.2,0,1,0,0
AL355483.3,0,0,0,0
LINC01771,0,95,0,0
AC119428.1,0,0,0,0
AC119428.2,0,0,0,0
DMRTB1,0,0,0,0
GLIS1,0,4,2,0
NDC1,25,475,1345,9
YIPF1,4090,4274,6203,5333
DIO1,0,0,0,0
HSPB11,3934,2269,2242,389
LRRC42,3390,2017,3167,926
LDLRAD1,0,0,0,0
TMEM59,18330,23582,23926,18109
TCEANC2,103,384,218,13
AL357673.1,0,0,0,0
CDCP2,0,0,0,0
AL357673.2,0,0,0,0
CYB5RL,49,268,292,24
MRPL37,1425,2702,2500,2006
SSBP3,717,431,921,140
SSBP3-AS1,0,0,0,0
AL161644.1,0,0,0,0
AL035415.1,0,0,0,0
AC099796.1,0,0,0,0
ACOT11,593,79,297,0
FAM151A,0,0,0,0
MROH7,0,0,0,0
MROH7-TTC4,0,0,0,0
TTC4,310,0,0,159
PARS2,2,38,40,208
TTC22,0,0,1,0
AC096536.2,0,0,0,0
LEXM,0,0,0,0
DHCR24,24708,16645,31049,21305
AC096536.3,0,0,0,0
AC096536.1,0,18,0,0
TMEM61,0,0,0,0
AL590440.1,0,0,0,0
BSND,0,0,0,0
PCSK9,2026,154,769,83
USP24,2672,2031,728,1292
MIR4422HG,0,0,0,0
AL603840.1,0,0,0,0
LINC01753,0,0,0,0
LINC01755,0,0,0,0
AL353681.1,0,0,0,0
AC119674.1,0,30,24,0
AC119674.2,0,0,0,0
LINC01767,0,0,0,0
PLPP3,9581,7703,4217,1280
PRKAA2,1,4,874,0
FYB2,0,0,0,0
AL360295.1,0,0,0,0
C8A,0,0,0,0
C8B,0,0,0,0
AL161740.1,0,0,0,0
DAB1,0,0,0,0
AL390243.1,0,0,0,0
DAB1-AS1,0,0,0,0
AL445193.2,0,0,0,0
OMA1,18,78,318,0
TACSTD2,0,0,0,0
MYSM1,496,824,1114,369
AL136985.3,1,0,0,0
JUN,2094,2036,3763,1627
LINC01135,0,0,0,0
AL136985.2,0,0,0,0
AL136985.1,0,0,0,0
AC105277.1,0,39,245,0
LINC01358,0,167,70,0
AL592431.2,0,0,0,0
AL592431.1,0,0,0,0
AC093424.1,0,0,0,0
FGGY,97,2542,3635,894
AL035416.1,0,0,0,0
HOOK1,0,0,0,0
CYP2J2,0,0,190,0
C1orf87,0,0,0,0
AC097066.1,0,0,0,0
LINC01748,0,0,0,0
AC099792.1,0,1,136,0
NFIA,3786,2291,1765,130
NFIA-AS2,0,0,0,0
AC099791.3,0,0,0,0
TM2D1,2274,3163,1986,3627
AC099791.2,0,0,0,0
PATJ,62,875,175,437
L1TD1,3,18,55,0
KANK4,0,2,0,0
USP1,808,415,1070,475
DOCK7,1356,1922,2004,2550
ANGPTL3,0,0,0,0
AC103923.1,0,0,0,0
ATG4C,1218,547,150,31
AC099794.1,0,0,0,0
LINC01739,0,0,0,0
AL162400.1,0,0,0,0
AL162400.2,0,0,0,0
AC096543.1,0,0,0,0
AC096543.2,0,0,0,0
FOXD3-AS1,0,0,0,0
FOXD3,0,0,0,0
ALG6,1,695,885,0
ITGB3BP,6,467,1684,2
EFCAB7,4,152,451,0
PGM1,4856,3582,4958,874
ROR1,542,350,1752,86
ROR1-AS1,25,1,28,44
AL445205.1,0,0,0,0
UBE2U,0,0,0,0
CACHD1,143,331,1520,0
RAVER2,748,20,20,329
JAK1,13810,10462,12834,5210
AL357078.3,0,0,0,0
AL357078.1,0,0,0,0
AK4,1406,827,437,1126
DNAJC6,15,51,0,0
AL139294.1,0,0,0,0
LEPROT,2946,2918,3129,4006
LEPR,3815,3062,1122,3597
AL513493.1,0,0,0,0
PDE4B,3,681,9,4
AL590783.1,0,0,0,0
SGIP1,125,159,368,22
AL139147.1,0,0,1,0
TCTEX1D1,0,1,31,0
INSL5,0,0,0,0
WDR78,264,185,89,871
AL592161.1,0,0,0,0
MIER1,3673,8553,9354,5329
SLC35D1,1850,1220,1451,770
C1orf141,0,0,0,0
IL23R,0,0,0,0
IL12RB2,2339,1,1,0
SERBP1,10765,13992,13448,2111
LINC01702,0,0,0,0
GADD45A,2096,1900,2777,1538
GNG12,8040,13014,16528,7526
GNG12-AS1,2,2,0,0
DIRAS3,608,29,0,0
WLS,2274,2350,3471,2576
RPE65,0,0,0,0
DEPDC1,2,547,299,0
AL138789.1,0,0,0,0
DEPDC1-AS1,0,0,2,0
AL035412.1,0,0,0,0
AL033530.1,0,0,0,0
AL691520.1,0,0,0,0
LINC01707,0,0,0,0
AL512271.1,0,0,0,0
LINC01758,0,0,0,0
LRRC7,62,12,1,25
AL158840.1,0,0,0,0
LRRC40,7,619,313,665
SRSF11,12651,3040,7368,636
AL353771.1,0,0,0,0
ANKRD13C,169,928,1633,349
HHLA3,28,12,20,0
AL158839.1,0,0,0,0
CTH,0,205,1,0
AL354872.2,0,73,0,0
LINC01788,0,142,0,0
AL513285.1,0,0,0,0
PTGER3,11,0,3,4
AL031429.1,0,0,0,0
ZRANB2-AS1,0,0,0,0
ZRANB2,11875,6452,8031,9027
NEGR1,1236,1708,1865,1689
AL354949.1,0,0,0,0
AL583808.1,0,0,0,0
AL583808.2,0,0,0,0
LINC01360,0,0,0,0
LINC02238,0,0,0,0
LRRIQ3,0,3,0,0
FPGT,427,83,118,0
FPGT-TNNI3K,0,0,0,0
TNNI3K,0,0,0,0
AC093158.1,0,0,0,0
AC105271.1,0,0,0,0
LRRC53,0,0,0,0
ERICH3,0,0,0,0
ERICH3-AS1,0,0,0,0
AC135803.1,0,0,0,0
CRYZ,75,1244,1786,614
TYW3,18,648,599,0
AC133865.1,0,0,0,0
AC099786.3,0,0,0,0
AC099786.1,0,0,0,0
LHX8,0,0,0,0
AC099786.2,0,0,0,0
SLC44A5,0,0,0,0
AL357314.1,0,0,0,0
ACADM,884,1263,1141,0
RABGGTB,1204,2560,4410,882
MSH4,0,0,3,0
ASB17,0,0,0,0
AC092813.1,0,0,0,0
AC092813.2,0,0,0,0
ST6GALNAC3,0,42,0,0
AC104458.1,0,0,0,0
LINC02567,0,0,0,0
ST6GALNAC5,0,0,0,0
AL035409.1,0,0,0,0
PIGK,2423,1609,1927,113
AK5,1075,1480,1160,932
AC095030.1,0,0,0,0
AC118549.1,538,1305,1000,1
USP33,2108,1513,2229,1453
MIGA1,1877,1238,1876,59
NEXN-AS1,116,235,0,0
NEXN,2134,1064,585,15
FUBP1,5958,3935,5608,4429
DNAJB4,35593,46883,55064,41545
GIPC2,17,556,190,0
AC103591.3,0,2,0,0
PTGFR,684,705,2911,7
IFI44L,273,748,151,54
IFI44,27,648,330,1
ADGRL4,4216,2925,2114,2
AL353651.2,0,0,0,0
AL353651.1,0,0,0,0
AL353651.3,0,0,0,0
AC099671.1,0,0,0,0
AC098657.2,0,0,0,0
AL606519.1,0,0,0,0
AL136234.1,0,0,0,0
LINC01781,0,0,0,0
AC093154.1,0,0,0,0
ADGRL2,6138,2829,4988,1168
AL138799.4,0,0,0,0
AC117944.1,0,0,0,0
AC093580.1,0,0,0,0
LINC01362,0,0,0,0
LINC01361,0,0,0,0
LINC01712,0,0,0,0
LINC01725,0,0,0,0
AL035706.1,0,0,0,0
TTLL7,172,45,15,526
AC104454.2,0,0,0,0
AL359504.2,0,0,0,0
PRKACB,1846,1908,1648,1036
SAMD13,0,0,0,0
DNASE2B,0,0,0,0
AL844170.1,0,0,0,0
RPF1,1279,1253,1839,430
GNG5,375,778,1041,90
SPATA1,2,1,367,0
CTBS,1376,995,1556,86
AL359762.2,0,0,0,0
LINC01555,0,0,0,0
SSX2IP,28,950,513,12
AC104169.1,0,0,0,0
LPAR3,0,0,0,0
MCOLN2,573,24,0,0
WDR63,0,14,0,0
MCOLN3,0,0,32,0
SYDE2,651,282,1,296
C1orf52,978,477,375,0
BCL10,1595,2011,1904,1656
AL078459.1,0,0,0,0
DDAH1,6719,12174,14636,2074
AL360219.1,197,67,0,0
AC092807.3,786,620,125,873
AC092807.2,0,0,5,0
CYR61,20146,16011,20551,11397
AC092807.1,0,0,0,0
ZNHIT6,2002,2163,2370,1005
COL24A1,0,0,155,17
AL136382.1,0,0,0,0
ODF2L,575,698,610,130
CLCA2,0,0,0,0
CLCA1,0,0,0,0
CLCA4,0,0,0,0
AL356270.1,0,0,0,0
AL049597.2,2,114,0,0
SH3GLB1,7912,12074,10620,10028
AL355981.1,0,0,0,0
SELENOF,13583,20925,23336,18799
HS2ST1,6633,5865,10080,1884
AL121989.1,0,0,0,0
AC093155.3,0,0,0,0
LINC01140,5,2,6,0
AC099062.1,0,0,0,0
LMO4,14281,6748,10831,2913
LINC01364,0,0,0,0
PKN2-AS1,3,4,4,0
PKN2,1652,1759,1409,1605
GTF2B,1229,2020,1841,410
KYAT3,708,2522,2009,201
RBMXL1,378,251,319,5
GBP3,2083,1344,902,191
GBP1,1690,859,707,1371
GBP2,1034,569,502,1001
GBP7,0,0,0,0
GBP4,0,1,0,0
AC099063.4,0,0,0,0
GBP5,0,0,0,0
AC099063.1,0,0,0,0
GBP6,0,0,0,0
LRRC8B,1,86,38,0
LRRC8C-DT,0,0,0,0
LRRC8C,465,12,1,0
AC093423.3,0,0,0,0
AC099568.2,0,7,0,0
LRRC8D,110,1084,579,688
AL391497.1,0,0,0,0
ZNF326,1775,1209,1763,199
AC092783.1,0,0,0,0
BARHL2,0,0,0,0
LINC01763,0,0,0,0
AC091614.1,0,0,0,0
ZNF644,277,1672,1629,46
HFM1,0,0,0,0
CDC7,0,177,48,0
TGFBR3,4357,3812,4412,1841
BRDT,0,1,0,0
EPHX4,0,50,0,0
SETSIP,0,0,0,0
BTBD8,80,7,103,2
AC104836.1,0,0,0,0
C1orf146,0,0,0,0
GLMN,2026,178,1243,0
RPAP2,1135,1687,870,1267
GFI1,0,0,0,0
EVI5,1459,2639,1388,224
RPL5,2887,4240,5548,4631
FAM69A,743,593,608,49
MTF2,1259,1908,1615,1400
TMED5,1860,2041,2835,252
CCDC18,7,282,41,2
DR1,6146,5091,4519,1809
FNBP1L,2633,1780,4193,0
BCAR3,3514,1830,4447,2928
AL109613.1,145,0,47,0
DNTTIP2,906,1181,654,1010
GCLM,1583,1872,1695,2405
ABCA4,1,0,0,91
AC093579.1,0,0,0,0
ARHGAP29,2909,1155,1831,107
AC097059.1,0,11,104,0
AC097059.2,0,0,0,0
ABCD3,2511,2103,1534,156
F3,4586,4185,3216,344
AC093117.1,0,0,0,0
SLC44A3,0,4,1144,1
CNN3,42945,44322,56368,41444
AC105942.1,18,28,3,873
ALG14,4633,2178,1574,440
AC095033.1,0,0,0,0
TMEM56,0,21,0,2
TMEM56-RWDD3,0,0,0,0
AC092802.1,0,0,0,0
RWDD3,3,45,30,0
AC092802.2,0,0,0,0
LINC01760,0,0,0,0
LINC01650,0,0,0,0
AL445218.1,0,0,0,0
LINC01761,0,0,0,0
AL356479.1,0,0,0,0
AL683887.1,0,2,0,0
AC099566.1,0,0,0,0
LINC01787,0,0,0,0
PTBP2,1725,1234,1041,999
DPYD,3033,1821,721,1018
DPYD-AS1,0,0,0,0
DPYD-AS2,0,2,0,0
MIR137HG,25,48,49,2
BX005019.1,0,56,0,0
LINC01776,90,4,4,17
SNX7,10425,6624,8634,3504
PLPPR5,0,0,0,0
AL445433.2,0,0,0,0
PLPPR4,1252,326,360,0
LINC01708,0,0,0,0
PALMD,63,133,86,1
FRRS1,72,57,24,0
AGL,241,1016,1998,94
AC118553.1,0,7,3,0
SLC35A3,1691,1256,784,20
AC118553.2,0,0,0,0
MFSD14A,95,61,50,83
AC093019.2,2,0,0,0
SASS6,312,179,1,0
TRMT13,10,145,65,0
LRRC39,0,91,30,0
DBT,230,1050,818,1635
RTCA-AS1,0,0,0,0
RTCA,4809,2300,1437,49
AC104457.2,0,0,0,0
CDC14A,0,180,0,0
AL589990.1,0,0,0,0
GPR88,0,0,122,0
LINC01349,0,0,0,0
VCAM1,5280,1400,2245,3183
EXTL2,1129,1686,1210,2
AC104506.1,0,0,0,0
SLC30A7,9180,9634,8439,5780
DPH5,646,461,825,113
AC093157.2,0,0,0,0
AC093157.1,0,90,798,0
AL109741.1,0,0,0,1
S1PR1,0,226,149,341
LINC01307,0,0,0,0
LINC01709,4,0,0,0
OLFM3,0,0,0,0
AC114485.1,0,0,0,0
AC099567.1,0,0,0,0
COL11A1,2688,2250,2678,503
AC095032.2,0,0,0,0
RNPC3,301,221,214,131
AMY2B,239,92,0,2
AMY2A,0,0,0,0
AMY1A,0,0,0,0
AMY1B,0,0,0,0
AMY1C,0,0,0,0
LINC01676,0,0,0,0
LINC01677,0,0,0,0
AL355306.2,0,0,0,0
LINC01661,0,0,0,0
PRMT6,0,530,458,168
NTNG1,911,111,323,1
VAV3,100,6,120,246
VAV3-AS1,0,0,0,0
AL390036.1,0,0,0,0
SLC25A24,514,1753,2344,797
AL359258.2,0,0,0,0
NBPF4,0,0,0,0
AL359258.1,0,0,0,0
AL390038.1,0,0,0,0
NBPF6,0,0,0,0
FAM102B,2476,676,452,732
HENMT1,0,1,0,0
PRPF38B,489,1170,449,1387
FNDC7,0,0,0,0
AL591719.2,0,0,0,0
STXBP3,2661,1978,1363,1085
AKNAD1,0,0,8,0
AL449266.1,0,0,0,0
SPATA42,0,0,0,0
GPSM2,4526,1488,1754,1310
CLCC1,1720,303,193,177
WDR47,559,498,334,25
TAF13,7300,8677,7749,1358
AL356488.3,0,20,5,450
TMEM167B,2351,2380,2497,3511
AL356488.2,2,26,11,6
C1orf194,0,0,0,0
KIAA1324,0,2,0,1
SARS,1907,3110,4545,4889
CELSR2,0,1,0,4
PSRC1,187,172,152,0
MYBPHL,0,0,0,0
SORT1,9708,2630,2710,3066
PSMA5,1988,1319,1591,458
SYPL2,150,5,964,0
ATXN7L2,1567,109,108,0
CYB561D1,808,143,279,2
AMIGO1,1,0,112,0
GPR61,0,58,0,0
AL355310.3,0,0,0,0
GNAI3,5461,5866,6383,2145
GNAT2,0,0,0,0
AMPD2,1929,858,1003,293
AL355310.2,0,0,0,0
GSTM4,0,15,30,0
GSTM2,0,1,0,0
GSTM1,0,0,0,0
AC000032.1,0,0,0,0
GSTM5,0,3,0,0
AL158847.1,0,0,0,0
GSTM3,2116,3964,6891,1038
EPS8L3,0,0,0,0
LINC01768,0,0,0,0
AL450468.1,0,0,0,0
AL450468.2,0,0,0,0
CSF1,4444,1244,2052,1213
AHCYL1,13360,3141,4091,4359
STRIP1,188,561,1221,10
AL160006.1,0,79,1,8
ALX3,0,0,0,0
LINC01397,0,0,0,0
UBL4B,0,0,0,0
SLC6A17,1,95,18,0
AL355990.1,0,0,0,0
AL355990.2,0,0,0,0
LINC02586,0,0,0,0
KCNC4,1190,479,606,0
RBM15-AS1,0,0,0,0
RBM15,77,359,718,1
SLC16A4,1328,377,65,0
AL355488.1,0,4,0,0
LAMTOR5,1889,1959,1740,1226
PROK1,0,0,0,0
AL358215.1,0,0,0,0
AL358215.2,0,0,0,0
CYMP-AS1,0,0,0,0
KCNA10,0,0,0,0
KCNA2,0,0,0,0
AL365361.1,0,0,1,0
KCNA3,0,0,0,0
CD53,0,0,0,0
AL360270.1,0,0,0,0
LRIF1,358,345,115,2483
AL360270.3,0,0,0,0
DRAM2,218,994,2136,385
CEPT1,499,715,1083,185
AL355816.1,0,0,0,0
AL355816.2,0,0,0,0
DENND2D,485,85,1,0
CHI3L2,0,41,629,0
CHIA,0,0,0,0
AL356387.1,0,0,0,0
PIFO,24,225,10,255
OVGP1,0,0,19,0
WDR77,681,990,2710,2518
ATP5PB,19917,14429,14046,6952
C1orf162,0,0,0,0
TMIGD3,0,0,0,0
ADORA3,0,0,0,0
RAP1A,1967,5996,6704,2929
LINC01160,0,0,0,0
INKA2,0,13,0,0
AL049557.1,0,0,0,0
DDX20,19,711,305,0
KCND3,53,7,212,0
KCND3-AS1,0,0,0,0
LINC01750,0,0,0,0
AL445426.1,0,28,0,0
CTTNBP2NL,1100,984,286,26
WNT2B,0,278,519,97
AL354760.1,0,0,0,0
ST7L,142,99,254,230
CAPZA1,53915,46599,62991,25204
MOV10,27,409,787,1308
AL603832.1,0,0,0,0
RHOC,12468,9765,14032,6468
AL603832.3,0,0,0,0
PPM1J,0,0,0,0
AL603832.2,0,0,0,0
FAM19A3,0,0,0,0
LINC01356,0,0,0,0
AL390729.1,0,0,0,0
SLC16A1,3775,2259,3463,646
SLC16A1-AS1,2086,329,467,0
AL357055.3,0,0,0,0
LRIG2,438,1115,707,2
MAGI3,87,108,44,44
PHTF1,5409,3324,3847,2674
RSBN1,527,1072,107,582
AL137856.1,0,0,0,0
PTPN22,0,1,51,0
AP4B1-AS1,0,0,0,0
BCL2L15,0,0,0,0
AP4B1,9,334,107,0
DCLRE1B,1263,327,543,1
HIPK1-AS1,13,0,0,0
HIPK1,5413,2677,4461,1349
OLFML3,4192,1485,2338,1726
SYT6,0,1,0,0
AL121999.1,0,0,0,0
TRIM33,2675,1217,1698,55
BCAS2,4908,3379,5170,2168
DENND2C,30,509,789,270
AMPD1,0,0,0,0
NRAS,4950,3971,5601,2145
CSDE1,29581,25048,25435,13282
SIKE1,1051,2272,1543,1022
SYCP1,0,0,0,0
TSHB,0,0,0,0
TSPAN2,0,521,229,0
LINC01765,0,0,0,0
AL512638.2,0,0,0,0
NGF,0,8,3,0
VANGL1,1490,1059,539,1612
CASQ2,517,1183,1522,0
NHLH2,0,0,1,638
LINC01649,0,0,0,0
SLC22A15,21,99,153,0
AL365318.1,0,0,0,0
MAB21L3,0,3,0,0
LINC01779,0,0,0,0
ATP1A1,5774,4633,5689,3993
LINC01762,0,13,0,0
AL136376.1,0,0,0,0
AL390066.1,0,0,0,0
CD58,1490,1213,898,1745
IGSF3,2,108,0,0
C1orf137,0,0,0,0
CD2,0,0,0,0
AL157904.1,0,0,0,0
PTGFRN,5771,4025,5206,1791
CD101,0,0,0,0
AL445231.1,0,0,0,0
TTF2,3,407,923,1702
TRIM45,12,6,7,0
VTCN1,0,0,0,0
LINC01525,0,0,0,0
AL358072.1,0,0,0,0
MAN1A2,7010,4037,2694,273
AL157902.1,0,0,0,0
TENT5C,0,39,217,0
GDAP2,1813,844,1368,1816
WDR3,3207,1279,2324,74
SPAG17,0,0,0,0
TBX15,2955,2661,2281,2922
AL139420.1,0,0,0,0
AL139420.2,0,0,0,0
WARS2,2,16,0,1
WARS2-IT1,17,0,0,1
AL359915.2,48,133,8,183
AL359915.1,0,0,0,0
LINC01780,0,0,0,0
HAO2,0,0,0,0
HSD3B2,0,0,0,0
HSD3B1,0,0,0,0
ZNF697,33,196,619,191
PHGDH,1816,926,2188,842
HMGCS2,0,0,0,0
REG4,0,0,0,0
ADAM30,0,0,0,0
NOTCH2,5371,5200,4783,1739
AC245008.1,0,0,0,0
SEC22B,23515,22108,24798,12753
NBPF26,18,379,387,3
PPIAL4A,0,0,0,0
LINC00623,2,6,7,0
FCGR1B,0,0,1,0
AC244453.3,0,0,0,0
AC244453.2,0,0,0,0
AC244453.1,0,0,0,0
FAM72B,0,0,7,0
SRGAP2C,153,239,86,92
SRGAP2-AS1,0,0,0,0
AC244021.1,0,5,2,0
AC244021.2,0,0,0,0
AL592494.1,0,0,0,0
AL592494.3,0,0,0,0
LINC01691,0,0,0,0
AC239859.3,0,0,0,0
AC239800.2,0,0,0,0
AC239800.3,0,0,0,0
AC239798.2,0,0,0,0
AC246680.1,0,0,0,0
HIST2H3PS2,0,0,0,0
FAM72C,0,21,0,0
IGKV1OR1-1,0,0,0,0
AC245595.1,95,494,1271,361
PPIAL4E,0,0,0,0
AC246785.3,0,0,0,0
NBPF15,339,427,750,482
PPIAL4F,0,0,0,0
LINC01632,0,0,0,0
FP700111.1,0,0,0,0
SRGAP2B,2,2,3,0
FAM72D,0,13,0,0
PPIAL4D,0,0,0,0
AC245014.3,0,0,0,0
AC245014.1,0,0,0,0
NBPF20,341,265,1128,17
GPR89A,266,1263,984,475
PDZK1,0,0,0,0
CD160,0,2,0,0
RNF115,2581,1954,2294,876
POLR3C,53,182,1436,47
NUDT17,0,0,0,0
PIAS3,154,109,108,0
ANKRD35,0,35,313,0
ITGA10,1363,752,2037,1022
AC243547.1,0,0,0,0
PEX11B,445,661,472,335
RBM8A,5363,4893,5125,3604
LIX1L-AS1,0,0,0,0
AC243547.3,0,0,0,0
LIX1L,3072,1740,721,3117
ANKRD34A,780,11,42,0
AC243547.2,0,0,0,0
POLR3GL,47,145,62,26
TXNIP,2637,1126,3236,1184
HJV,1,91,0,0
LINC01719,99,46,0,0
NBPF10,615,386,696,142
AC239799.1,0,0,0,0
NOTCH2NL,209,193,199,15
AC239799.2,0,1,0,0
AC243756.1,0,0,0,0
AC245407.2,0,5,0,0
NBPF12,58,443,230,611
AC244394.2,0,0,0,0
PRKAB2,6002,1521,2034,1847
AC242426.2,32,20,19,0
FMO5,170,7,0,0
CHD1L,3545,2923,6028,853
LINC00624,19,3,5,0
BCL9,118,29,67,18
ACP6,14,409,2,0
AC241644.1,0,0,0,0
GJA5,0,0,0,0
AC241644.3,0,0,0,0
AC241644.2,0,0,0,0
GJA8,0,0,0,0
GPR89B,0,243,252,0
AC239803.2,0,0,0,0
AC239803.3,0,0,0,0
NBPF11,880,409,859,360
AC239809.3,2,52,32,0
AC239803.1,0,0,0,0
LINC01731,0,0,0,0
AC245100.6,0,0,0,0
AC245100.1,0,0,0,0
AC245100.7,0,0,0,0
PPIAL4G,0,0,0,0
NBPF14,1000,1190,438,474
NUDT4B,0,0,0,0
PDE4DIP,9341,6107,6347,5337
AC239802.1,0,0,0,0
AC239802.2,0,0,0,0
AC239804.1,0,0,0,0
NBPF9,571,81,713,545
AC245297.3,25,8,39,1
AC245297.2,0,5,0,0
NBPF19,1582,598,822,275
PPIAL4C,0,0,0,0
FCGR1A,0,0,0,0
HIST2H2BF,16,33,13,63
AC243772.2,0,31,70,0
HIST2H3D,0,0,0,0
HIST2H4A,235,2,0,0
HIST2H3C,0,0,0,0
HIST2H2AA3,0,0,0,0
AC239868.3,0,65,234,1
HIST2H2AA4,0,0,0,0
HIST2H3A,0,0,0,0
HIST2H4B,1,0,3,1
AC239868.2,0,0,0,0
HIST2H2BE,323,190,397,0
HIST2H2AC,11,19,36,529
HIST2H2AB,0,7,1,0
BOLA1,63,237,110,2
SV2A,6,40,93,0
SF3B4,3,78,150,4
MTMR11,581,520,395,12
OTUD7B,711,1765,1964,3064
VPS45,1077,621,580,730
PLEKHO1,3725,2414,2476,2080
ANP32E,5640,3764,4811,1179
AC242988.1,0,0,0,0
CA14,0,0,0,0
APH1A,1630,432,2410,600
C1orf54,1011,395,678,0
CIART,311,9,36,0
MRPS21,3201,3501,3243,1530
PRPF3,560,503,239,2
RPRD2,382,105,180,357
TARS2,207,77,50,10
ECM1,1291,683,1205,149
FALEC,0,12,0,0
AL356356.1,0,1,28,0
ADAMTSL4,260,336,291,96
MCL1,9781,7026,5681,3356
ENSA,1170,1291,2000,1600
GOLPH3L,2245,407,1664,605
HORMAD1,0,0,0,0
CTSS,1057,519,150,15
CTSK,15255,18809,19489,14888
ARNT,2549,1631,1193,733
CTXND2,0,0,0,0
SETDB1,84,276,284,0
CERS2,706,561,893,923
AL590133.2,0,0,0,0
AL590133.1,0,0,0,0
ANXA9,0,0,28,0
MINDY1,3,523,831,0
PRUNE1,1852,281,703,0
BNIPL,0,0,0,0
C1orf56,406,80,357,1
CDC42SE1,116,410,353,279
MLLT11,133,493,1585,67
GABPB2,1094,337,861,23
SEMA6C,1,3,483,0
TNFAIP8L2,0,0,0,0
SCNM1,1079,639,1076,5
LYSMD1,197,26,290,851
TMOD4,0,0,0,0
VPS72,1105,573,1172,126
PIP5K1A,4517,2357,3443,2061
PSMD4,288,1210,1009,202
